industry_code,Variable
N,Total assets
N,Fixed tangible assets
N,Activity unit
N,Rolling mean employees
N,Salaries and wages paid
N,"Sales, government funding, grants and subsidies"
N,Total income
N,Total expenditure
N,Operating profit before tax
N,Total assets
N,Fixed tangible assets
N,Activity unit
N,Rolling mean employees
N,Salaries and wages paid
N,"Sales, government funding, grants and subsidies"
N,Total income
N,Total expenditure
N,Operating profit before tax
N,Total assets
N,Fixed tangible assets
N,Activity unit
N,Rolling mean employees
N,Salaries and wages paid
N,"Sales, government funding, grants and subsidies"
N,Total income
N,Total expenditure
N,Operating profit before tax
N,Total assets
N,Fixed tangible assets
N,Activity unit
N,Rolling mean employees
N,Salaries and wages paid
N,"Sales, government funding, grants and subsidies"
N,Total income
N,Total expenditure
N,Operating profit before tax
N,Total assets
N,Fixed tangible assets
N,Activity unit
N,Rolling mean employees
N,Salaries and wages paid
N,"Sales, government funding, grants and subsidies"
N,Total income
N,Total expenditure
N,Operating profit before tax
N,Total assets
N,Fixed tangible assets
N,Activity unit
N,Rolling mean employees
N,Salaries and wages paid
N,"Sales, government funding, grants and subsidies"
N,Total income
N,Total expenditure
N,Operating profit before tax
N,Total assets
N,Fixed tangible assets
O,Activity unit
O,Rolling mean employees
O,Salaries and wages paid
O,"Sales, government funding, grants and subsidies"
O,Total income
O,Total expenditure
O,Operating profit before tax
O,Total assets
O,Fixed tangible assets
O,Activity unit
O,Rolling mean employees
O,Salaries and wages paid
O,"Sales, government funding, grants and subsidies"
O,Total income
O,Total expenditure
O,Operating profit before tax
O,Total assets
O,Fixed tangible assets
O,Activity unit
O,Rolling mean employees
O,Salaries and wages paid
O,"Sales, government funding, grants and subsidies"
O,Total income
O,Total expenditure
O,Operating profit before tax
O,Total assets
O,Fixed tangible assets
O,Activity unit
O,Rolling mean employees
O,Salaries and wages paid
O,"Sales, government funding, grants and subsidies"
O,Total income
O,Total expenditure
O,Operating profit before tax
O,Total assets
O,Fixed tangible assets
O,Activity unit
O,Rolling mean employees
O,Salaries and wages paid
O,"Sales, government funding, grants and subsidies"
O,Total income
O,Total expenditure
O,Operating profit before tax
O,Total assets
O,Fixed tangible assets
O,Activity unit
O,Rolling mean employees
O,Salaries and wages paid
O,"Sales, government funding, grants and subsidies"
O,Total income
O,Total expenditure
O,Operating profit before tax
O,Total assets
O,Fixed tangible assets
O,Activity unit
O,Rolling mean employees
O,Salaries and wages paid
O,"Sales, government funding, grants and subsidies"
O,Total income
O,Total expenditure
O,Operating profit before tax
O,Total assets
O,Fixed tangible assets
O,Activity unit
O,Rolling mean employees
O,Salaries and wages paid
O,"Sales, government funding, grants and subsidies"
O,Total income
O,Total expenditure
O,Operating profit before tax
O,Total assets
O,Fixed tangible assets
O,Activity unit
O,Rolling mean employees
O,Salaries and wages paid
O,"Sales, government funding, grants and subsidies"
O,Total income
O,Total expenditure
O,Operating profit before tax
O,Total assets
O,Fixed tangible assets
P,Activity unit
P,Rolling mean employees
P,Salaries and wages paid
P,"Sales, government funding, grants and subsidies"
P,Total income
P,Total expenditure
P,Operating profit before tax
P,Total assets
P,Fixed tangible assets
P,Activity unit
P,Rolling mean employees
P,Salaries and wages paid
P,"Sales, government funding, grants and subsidies"
P,Total income
P,Total expenditure
P,Operating profit before tax
P,Total assets
P,Fixed tangible assets
P,Activity unit
P,Rolling mean employees
P,Salaries and wages paid
P,"Sales, government funding, grants and subsidies"
P,Total income
P,Total expenditure
P,Operating profit before tax
P,Total assets
P,Fixed tangible assets
P,Activity unit
P,Rolling mean employees
P,Salaries and wages paid
P,"Sales, government funding, grants and subsidies"
P,Total income
P,Total expenditure
P,Operating profit before tax
P,Total assets
P,Fixed tangible assets
P,Activity unit
P,Rolling mean employees
P,Salaries and wages paid
P,"Sales, government funding, grants and subsidies"
P,Total income
P,Total expenditure
P,Operating profit before tax
P,Total assets
P,Fixed tangible assets
P,Activity unit
P,Rolling mean employees
P,Salaries and wages paid
P,"Sales, government funding, grants and subsidies"
P,Total income
P,Total expenditure
P,Operating profit before tax
P,Total assets
P,Fixed tangible assets
P,Activity unit
P,Rolling mean employees
P,Salaries and wages paid
P,"Sales, government funding, grants and subsidies"
P,Total income
P,Total expenditure
P,Operating profit before tax
P,Total assets
P,Fixed tangible assets
P,Activity unit
P,Rolling mean employees
P,Salaries and wages paid
P,"Sales, government funding, grants and subsidies"
P,Total income
P,Total expenditure
P,Operating profit before tax
P,Total assets
P,Fixed tangible assets
P,Activity unit
P,Rolling mean employees
P,Salaries and wages paid
P,"Sales, government funding, grants and subsidies"
P,Total income
P,Total expenditure
P,Operating profit before tax
P,Total assets
P,Fixed tangible assets
Q,Activity unit
Q,Rolling mean employees
Q,Salaries and wages paid
Q,"Sales, government funding, grants and subsidies"
Q,Total income
Q,Total expenditure
Q,Operating profit before tax
Q,Total assets
Q,Fixed tangible assets
Q,Activity unit
Q,Rolling mean employees
Q,Salaries and wages paid
Q,"Sales, government funding, grants and subsidies"
Q,Total income
Q,Total expenditure
Q,Operating profit before tax
Q,Total assets
Q,Fixed tangible assets
Q,Activity unit
Q,Rolling mean employees
Q,Salaries and wages paid
Q,"Sales, government funding, grants and subsidies"
Q,Total income
Q,Total expenditure
Q,Operating profit before tax
Q,Total assets
Q,Fixed tangible assets
Q,Activity unit
Q,Rolling mean employees
Q,Salaries and wages paid
Q,"Sales, government funding, grants and subsidies"
Q,Total income
Q,Total expenditure
Q,Operating profit before tax
Q,Total assets
Q,Fixed tangible assets
Q,Activity unit
Q,Rolling mean employees
Q,Salaries and wages paid
Q,"Sales, government funding, grants and subsidies"
Q,Total income
Q,Total expenditure
Q,Operating profit before tax
Q,Total assets
Q,Fixed tangible assets
Q,Activity unit
Q,Rolling mean employees
Q,Salaries and wages paid
Q,"Sales, government funding, grants and subsidies"
Q,Total income
Q,Total expenditure
Q,Operating profit before tax
Q,Total assets
Q,Fixed tangible assets
Q,Activity unit
Q,Rolling mean employees
Q,Salaries and wages paid
Q,"Sales, government funding, grants and subsidies"
Q,Total income
Q,Total expenditure
Q,Operating profit before tax
Q,Total assets
Q,Fixed tangible assets
Q,Activity unit
Q,Rolling mean employees
Q,Salaries and wages paid
Q,"Sales, government funding, grants and subsidies"
Q,Total income
Q,Total expenditure
Q,Operating profit before tax
Q,Total assets
Q,Fixed tangible assets
Q,Activity unit
Q,Rolling mean employees
Q,Salaries and wages paid
Q,"Sales, government funding, grants and subsidies"
Q,Total income
Q,Total expenditure
Q,Operating profit before tax
Q,Total assets
Q,Fixed tangible assets
R,Activity unit
R,Rolling mean employees
R,Salaries and wages paid
R,"Sales, government funding, grants and subsidies"
R,Total income
R,Total expenditure
R,Operating profit before tax
R,Total assets
R,Fixed tangible assets
R,Activity unit
R,Rolling mean employees
R,Salaries and wages paid
R,"Sales, government funding, grants and subsidies"
R,Total income
R,Total expenditure
R,Operating profit before tax
R,Total assets
R,Fixed tangible assets
R,Activity unit
R,Rolling mean employees
R,Salaries and wages paid
R,"Sales, government funding, grants and subsidies"
R,Total income
R,Total expenditure
R,Operating profit before tax
R,Total assets
R,Fixed tangible assets
R,Activity unit
R,Rolling mean employees
R,Salaries and wages paid
R,"Sales, government funding, grants and subsidies"
R,Total income
R,Total expenditure
R,Operating profit before tax
R,Total assets
R,Fixed tangible assets
R,Activity unit
R,Rolling mean employees
R,Salaries and wages paid
R,"Sales, government funding, grants and subsidies"
R,Total income
R,Total expenditure
R,Operating profit before tax
R,Total assets
R,Fixed tangible assets
R,Activity unit
R,Rolling mean employees
R,Salaries and wages paid
R,"Sales, government funding, grants and subsidies"
R,Total income
R,Total expenditure
R,Operating profit before tax
R,Total assets
R,Fixed tangible assets
R,Activity unit
R,Rolling mean employees
R,Salaries and wages paid
R,"Sales, government funding, grants and subsidies"
R,Total income
R,Total expenditure
R,Operating profit before tax
R,Total assets
R,Fixed tangible assets
R,Activity unit
R,Rolling mean employees
R,Salaries and wages paid
R,"Sales, government funding, grants and subsidies"
R,Total income
R,Total expenditure
R,Operating profit before tax
R,Total assets
R,Fixed tangible assets
R,Activity unit
R,Rolling mean employees
R,Salaries and wages paid
R,"Sales, government funding, grants and subsidies"
R,Total income
R,Total expenditure
R,Operating profit before tax
R,Total assets
R,Fixed tangible assets
S,Activity unit
S,Rolling mean employees
S,Salaries and wages paid
S,"Sales, government funding, grants and subsidies"
S,Total income
S,Total expenditure
S,Operating profit before tax
S,Total assets
S,Fixed tangible assets
S,Activity unit
S,Rolling mean employees
S,Salaries and wages paid
S,"Sales, government funding, grants and subsidies"
S,Total income
S,Total expenditure
S,Operating profit before tax
S,Total assets
S,Fixed tangible assets
S,Activity unit
S,Rolling mean employees
S,Salaries and wages paid
S,"Sales, government funding, grants and subsidies"
S,Total income
S,Total expenditure
S,Operating profit before tax
S,Total assets
S,Fixed tangible assets
S,Activity unit
S,Rolling mean employees
S,Salaries and wages paid
S,"Sales, government funding, grants and subsidies"
S,Total income
S,Total expenditure
S,Operating profit before tax
S,Total assets
S,Fixed tangible assets
S,Activity unit
S,Rolling mean employees
S,Salaries and wages paid
S,"Sales, government funding, grants and subsidies"
S,Total income
S,Total expenditure
S,Operating profit before tax
S,Total assets
S,Fixed tangible assets
S,Activity unit
S,Rolling mean employees
S,Salaries and wages paid
S,"Sales, government funding, grants and subsidies"
S,Total income
S,Total expenditure
S,Operating profit before tax
S,Total assets
S,Fixed tangible assets
S,Activity unit
S,Rolling mean employees
S,Salaries and wages paid
S,"Sales, government funding, grants and subsidies"
S,Total income
